dataset,query_idx,step,out_position,out_title,in_position,in_title,objective_gain,retriever_rank_loss,adjusted_gain
musique,488,1,1,On Golden Pond (2001 film),49,Shrek (franchise),0.25,0.743719,0.25
musique,490,1,4,Daylight saving time in the United States,37,European Union law,0.207552,0.668342,0.207552
musique,490,2,2,Daylight saving time,56,Germany,0.045506,0.773869,0.045506
musique,492,1,1,2016 NBA Summer League,39,2009–10 Oklahoma City Thunder season,0.333333,0.693467,0.333333
musique,492,2,2,List of Major League Baseball career hits leaders,54,List of National Basketball Association annual scoring leaders,0.333333,0.763819,0.333333
musique,494,1,1,Adult contemporary music,22,The Dance (Dave Koz album),0.422946,0.60804,0.422946
musique,496,1,1,Ina Coolbrith,21,Joseph Smith,0.073037,0.603015,0.073037
musique,498,1,1,Dwight D. Eisenhower,34,NATO,0.5,0.668342,0.5
musique,500,1,1,Hurricane Charley,13,Matthieu Chedid,0.608287,0.562814,0.608287
musique,500,2,2,Effects of Hurricane Katrina in New Orleans,5,Toussaint (album),0.057426,0.517588,0.057426
musique,501,1,1,List of Charlie and the Chocolate Factory characters,8,Peter Ostrum,0.5,0.537688,0.5
musique,502,1,1,Terry Dexter (album),19,MCA Records,0.011138,0.592965,0.011138
musique,503,1,1,"Phoenix, Arizona",7,Gmina Pabianice,0.003873,0.532663,0.003873
musique,506,1,2,The Biggest Loser Brunei: Lose It All,61,Armenia,0.244051,0.798995,0.244051
musique,506,2,3,The Biggest Loser (season 16),59,Armenia,0.06534,0.78392,0.06534
musique,509,1,4,"Codos, Aragon",67,Spain,0.250059,0.819095,0.250059
musique,509,2,1,Catalan language,7,Palau Güell,0.004913,0.532663,0.004913
musique,513,1,1,Chinese characters,12,Genesis Motor,0.341889,0.557789,0.341889
musique,515,1,2,Korean War,20,Olga Kuragina,0.036112,0.592965,0.036112
musique,517,1,3,Warsaw Pact,15,Dissolution of the Soviet Union,0.352578,0.562814,0.352578
musique,517,2,1,Warsaw Pact,27,Dissolution of the Soviet Union,0.093817,0.633166,0.093817
musique,518,1,1,Adult contemporary music,21,Hawk Nelson,0.106149,0.603015,0.106149
musique,519,1,2,Đức Huệ District,12,Charles Mingus,0.004575,0.552764,0.004575
musique,520,1,4,Ashley McKenzie,9,Baranya County,0.011842,0.527638,0.011842
musique,520,2,1,Suga Mama,58,"Jersey City, New Jersey",0.000588,0.788945,0.000588
musique,523,1,1,British Empire,7,Partition of India,1.6e-05,0.532663,1.6e-05
musique,526,1,1,Zhejiang,15,Military history of Indonesia,0.00763,0.572864,0.00763
musique,527,1,1,Riverside Plaza,18,New York City,0.003765,0.58794,0.003765
musique,529,1,1,Upper Orange Water Management Area,8,Congo River,0.001376,0.537688,0.001376
musique,534,1,1,"Campbell, California",10,"Pinellas County, Florida",0.010244,0.547739,0.010244
musique,537,1,1,Beyoncé,49,Arturo Tappin,0.015646,0.743719,0.015646
musique,538,1,1,The Muppets Celebrate Jim Henson,7,New York Giants Radio Network,0.414709,0.532663,0.414709
musique,538,2,3,Celebrity Big Brother (American TV series),5,New York City,0.023524,0.512563,0.023524
musique,539,1,1,Indian Rebellion of 1857,6,Casa Natal del General Santander,0.333333,0.527638,0.333333
musique,539,2,3,Charles James Napier,9,Billie Barry,0.333333,0.532663,0.333333
musique,540,1,1,Phonograph record,11,Queen Victoria,0.050263,0.552764,0.050263
musique,540,2,3,White Queen (Through the Looking-Glass),36,Queen Victoria,0.015995,0.668342,0.015995
musique,541,1,1,Dell,19,Cellius,0.5,0.592965,0.5
musique,542,1,2,Brown and Roach Incorporated,62,New York City,0.333333,0.80402,0.333333
musique,543,1,2,2014 United States Senate elections,6,Standing Rules of the United States Senate,2.3e-05,0.522613,2.3e-05
musique,545,1,2,Hung Pham,15,An Phú District,0.25,0.567839,0.25
musique,546,1,1,World War II,5,List of destroyer classes of the Royal Navy,0.000199,0.522613,0.000199
musique,550,1,4,Korean War,61,Soviet Union in World War II,0.236857,0.788945,0.236857
musique,550,2,1,Korean War,6,Estonia,0.018793,0.527638,0.018793
musique,552,1,1,Sports in the United States,7,Tennessee,0.004784,0.532663,0.004784
musique,552,2,3,E. Thomas Wood,63,Green Party of Tennessee,0.000108,0.80402,0.000108
musique,553,1,4,"Mecklenburg County, North Carolina",7,Detroit,0.333536,0.517588,0.333536
musique,553,2,2,Tennessee,11,Pennsylvania,3.6e-05,0.547739,3.6e-05
musique,554,1,4,Detroit,5,Mississippi,0.000173,0.507538,0.000173
musique,556,1,1,Crystal Kay,25,Let There Be Love (1993 Joni James album),0.5,0.623116,0.5
musique,558,1,1,Royal Dutch Shell,12,April (1998 film),0.006031,0.557789,0.006031
musique,560,1,1,Black people,10,Queen Victoria,5.1e-05,0.547739,5.1e-05
musique,561,1,1,Austria,26,James Cottriall,0.152306,0.628141,0.152306
musique,562,1,1,Minneapolis,5,Adams–Onís Treaty,3e-06,0.522613,3e-06
musique,564,1,1,British Empire,17,New Zealand,0.070898,0.582915,0.070898
musique,564,2,2,The Lord of the Rings (film series),21,New Zealand,0.016937,0.59799,0.016937
musique,566,1,1,Szlachta,31,Warsaw Pact,0.411233,0.653266,0.411233
musique,566,2,2,Kingdom of Bohemia,80,Warsaw,0.06209,0.894472,0.06209
musique,568,1,1,United States,21,Danko Jones,0.333333,0.603015,0.333333
musique,568,2,2,"The Collection (1993 Blood, Sweat & Tears album)",32,"New Haven, Connecticut",0.017931,0.653266,0.017931
musique,569,1,1,"Richmond, Virginia",8,Southern California,0.000103,0.537688,0.000103
musique,570,1,2,Hung Pham,68,Bueng Kan Province,0.000116,0.834171,0.000116
musique,575,1,1,"Koerner, Ray & Glover",97,Mississippi River,0.311657,0.984925,0.311657
musique,575,2,2,Adams–Onís Treaty,92,Minneapolis,0.018432,0.954774,0.018432
musique,577,1,1,Canonization of Pope John XXIII and Pope John Paul II,10,"Flora Shaw, Lady Lugard",0.333333,0.547739,0.333333
musique,580,1,3,Czech Republic,46,Member states of NATO,0.217793,0.718593,0.217793
musique,580,2,1,Warsaw Pact,94,NATO,0.030839,0.969849,0.030839
musique,583,1,2,Near East,7,Kingdom of Judah,0.25,0.527638,0.25
musique,584,1,1,1982 European Cup Final,6,Everton F.C.,0.333333,0.527638,0.333333
musique,589,1,1,The Beauty of Hindsight,7,Apple Records,0.333333,0.532663,0.333333
musique,593,1,2,Armor for Sleep,43,New York City,0.333333,0.708543,0.333333
musique,598,1,2,Sylvester,22,Charlemagne,0.063846,0.603015,0.063846
musique,598,2,3,Louis the Stammerer,23,Charlemagne,0.010569,0.603015,0.010569
musique,600,1,1,Society of Communist Czechoslovakia,15,Guinea-Bissau,0.082091,0.572864,0.082091
musique,601,1,4,Ina Coolbrith,10,Alexandre de Lesseps,0.006991,0.532663,0.006991
musique,601,2,1,Eugene Paul Nassar,20,Raymond Carver bibliography,0.00034,0.59799,0.00034
musique,602,1,1,You Were on My Mind,18,Maiysha,0.333333,0.58794,0.333333
musique,602,2,2,Baranya County,27,The Definitive Collection (Eric Carmen album),0.333333,0.628141,0.333333
musique,605,1,1,North Carolina,6,"Columbia, South Carolina",0.453503,0.527638,0.453503
musique,605,2,2,Baranya County,12,"Saint Paul, Minnesota",0.25,0.552764,0.25
musique,606,1,1,Ann Hampton Callaway,15,Elisheba,0.003281,0.572864,0.003281
musique,608,1,1,Seattle,17,Cape Knowles,0.013285,0.582915,0.013285
musique,608,2,2,History of Georgia (U.S. state),8,Kentucky State Capitol,0.000243,0.532663,0.000243
musique,609,1,1,Somalis,7,Juno Award,0.333333,0.532663,0.333333
musique,610,1,1,Montana,29,"Lake County, Oregon",0.333333,0.643216,0.333333
musique,612,1,1,KGLK,35,Miami,0.259604,0.673367,0.259604
musique,616,1,1,Adult contemporary music,25,Closer (Josh Groban album),0.492256,0.623116,0.492256
musique,617,1,1,"Wichita, Kansas",7,"Saint Paul, Minnesota",0.25,0.532663,0.25
musique,617,2,3,2017–18 NCAA Division I men's basketball season,8,"Columbia, South Carolina",0.25,0.527638,0.25
musique,618,1,2,"Rudolph (town), Wisconsin",5,North Pole,0.5,0.517588,0.5
musique,619,1,1,Way Down in the Hole,65,MCA Records,0.5,0.824121,0.5
musique,620,1,1,Ben Shuldiner,81,Channel Islands,0.25,0.904523,0.25
musique,621,1,1,History of condoms,33,Los Angeles Dodgers,0.500091,0.663317,0.500091
musique,621,2,2,Major League Baseball All-Star Game Most Valuable Player Award,5,World Series,5.1e-05,0.517588,5.1e-05
musique,622,1,3,Israel,6,Kingdom of Israel (united monarchy),0.001508,0.517588,0.001508
musique,623,1,3,2016 Atlantic hurricane season,17,Gulf of Mexico,0.240383,0.572864,0.240383
musique,623,2,2,Atlantic hurricane,6,Virginia,0.141584,0.522613,0.141584
musique,625,1,2,"Natural Dam, Arkansas",15,United States men's national soccer team,0.297709,0.567839,0.297709
musique,625,2,1,Thailand,6,1986 FIFA World Cup,0.023976,0.527638,0.023976
musique,626,1,2,Sino-Tibetan relations during the Ming dynasty,11,Athanasius of Alexandria,0.340766,0.547739,0.340766
musique,627,1,2,Basilica del Santo Niño,12,Esztergom Basilica,0.333333,0.552764,0.333333
musique,628,1,1,Living Out Loud,25,Roger Allen LaPorte,0.000674,0.623116,0.000674
musique,629,1,3,Foligno Cathedral,20,St. Peter's Basilica,0.206135,0.58794,0.206135
musique,630,1,1,Free State of Brunswick,14,Literature of East Germany,0.333333,0.567839,0.333333
musique,635,1,1,IPod,5,Governor of Vatican City,0.25,0.522613,0.25
musique,638,1,2,Capital punishment in the United States,7,Alma mater,0.000993,0.527638,0.000993
musique,639,1,1,Protestantism,11,Dutch Reformed Church,0.5,0.552764,0.5
musique,644,1,1,A River Runs Through It (film),6,Louis Chedid,0.14524,0.527638,0.14524
musique,646,1,4,Yalu River,84,United States in the Korean War,0.261833,0.904523,0.261833
musique,646,2,1,A Kiom,7,1986 FIFA World Cup,0.058598,0.532663,0.058598
musique,647,1,1,Umayyad Caliphate,15,United States,0.5,0.572864,0.5
musique,648,1,1,Cry Me a River (Justin Timberlake song),14,Thinking About You (Norah Jones song),0.250274,0.567839,0.250274
musique,648,2,2,Beyoncé,18,Beyoncé,0.000167,0.582915,0.000167
musique,649,1,1,Major League Baseball All-Star Game Most Valuable Player Award,9,Major League Baseball Most Valuable Player Award,0.0042,0.542714,0.0042
musique,651,1,1,"Tucson, Arizona",23,"Pima County Natural Resources, Parks and Recreation",0.5,0.613065,0.5
musique,653,1,2,Philadelphia,21,Darlings (Kevin Drew album),0.032459,0.59799,0.032459
musique,656,1,2,Groovy Situation,27,Days of Our Lives (James Otto album),0.336408,0.628141,0.336408
musique,656,2,1,Sunset Man,13,MCA Records,0.009785,0.562814,0.009785
musique,657,1,1,Logan Shaw,6,National Hockey League,0.455185,0.527638,0.455185
musique,657,2,2,2018–19 NHL season,5,North Carolina,0.001445,0.517588,0.001445
musique,659,1,2,Arabian Peninsula,18,Middle East,0.333333,0.582915,0.333333
musique,660,1,1,A Modern Jazz Symposium of Music and Poetry,10,Oklahoma City,0.00358,0.547739,0.00358
musique,661,1,1,Lady Li (Wang Jipeng),21,Wang Lin (badminton),0.5,0.603015,0.5
musique,662,1,4,Nanjing,5,Nanjing,0.003552,0.507538,0.003552
musique,662,2,3,Nanjing,6,Nanjing,0.000307,0.517588,0.000307
musique,663,1,2,Dissolution of the Soviet Union,9,Soviet Union,0.000117,0.537688,0.000117
musique,664,1,1,The First Time Ever I Saw Your Face,5,Light It Up (Luke Bryan song),0.333333,0.522613,0.333333
musique,665,1,1,Manchester City F.C.,27,Liverpool F.C.–Manchester United F.C. rivalry,0.431771,0.633166,0.431771
musique,665,2,2,Premier League records and statistics,23,Liverpool F.C.,0.054447,0.60804,0.054447
musique,668,1,1,"Mill City, Butte County, California",33,San Francisco,0.25,0.663317,0.25
musique,670,1,1,Battle of Palembang,10,Battle of Waterloo,0.000214,0.547739,0.000214
musique,672,1,1,Deepwater Horizon (film),11,Monuriki,0.000517,0.552764,0.000517
musique,673,1,1,Vincent Corleone,5,Tom Hagen,2.8e-05,0.522613,2.8e-05
musique,674,1,2,Hung Pham,19,John von Neumann,0.001009,0.58794,0.001009
musique,675,1,1,"Sophie, Countess of Wessex",10,Mercedes of Orléans,0.000132,0.547739,0.000132
musique,677,1,2,Gloria Braggiotti Etting,13,Some Enchanted Evening,0.333333,0.557789,0.333333
musique,679,1,3,Albania at the Olympics,5,Olympic Games ceremony,0.346403,0.512563,0.346403
musique,679,2,1,Yugoslavia at the Olympics,20,Southern Europe,0.005587,0.59799,0.005587
musique,680,1,1,Provinces and territories of Canada,84,San Francisco,0.333333,0.919598,0.333333
musique,681,1,2,Ernst Angel,13,Border Security Force,0.25,0.557789,0.25
musique,683,1,1,"Biff, the Michigan Wolverine",44,"Pima County Natural Resources, Parks and Recreation",0.5,0.718593,0.5
musique,684,1,1,Infinity on High,8,Heaven (Beyoncé song),0.128819,0.537688,0.128819
musique,684,2,2,Kanye West,11,Beyoncé,0.054298,0.547739,0.054298
musique,685,1,1,United States House of Representatives,14,Arthur Fowler,0.499498,0.567839,0.499498
musique,685,2,2,1993 Russian constitutional crisis,11,Dissolution of the Soviet Union,0.003346,0.547739,0.003346
musique,687,1,2,The Right Stuff Records,16,Michael Ray (singer),0.333333,0.572864,0.333333
musique,693,1,2,Josep Domènech i Estapà,24,Spain,0.269284,0.613065,0.269284
musique,693,2,3,Palau Güell,23,Spain,0.051559,0.603015,0.051559
musique,695,1,1,Government of India,57,Presbyterianism,0.250679,0.78392,0.250679
musique,695,2,3,Culture of India,14,Religion in Israel,0.003223,0.557789,0.003223
musique,696,1,2,Near East,7,Shiraz,0.013854,0.527638,0.013854
musique,698,1,3,Capital punishment in the United States,19,"North Ravenswood, West Virginia",0.333399,0.582915,0.333399
musique,698,2,1,Pennsylvania,85,Supreme court,3.8e-05,0.924623,3.8e-05
musique,699,1,1,John Kerry,72,Economy of Saint Lucia,0.25,0.859296,0.25
musique,699,2,3,FC Barcelona,35,Spain,0.16084,0.663317,0.16084
musique,700,1,2,Willy Wonka & the Chocolate Factory,8,List of Charlie and the Chocolate Factory characters,0.035877,0.532663,0.035877
musique,701,1,1,Canada,11,American Idol,0.008919,0.552764,0.008919
musique,702,1,4,"Mexico Beach, Florida",24,Miami,0.332451,0.603015,0.332451
musique,702,2,2,The Blitz,9,Battle of the Atlantic,0.003208,0.537688,0.003208
musique,703,1,4,Sino-Tibetan relations during the Ming dynasty,25,Nanjing,0.087374,0.60804,0.087374
musique,703,2,3,Sino-Tibetan relations during the Ming dynasty,9,Nanjing,0.006525,0.532663,0.006525
musique,704,1,1,Near East,11,Samarqand District,0.01323,0.552764,0.01323
musique,705,1,2,Indus Valley Civilisation,13,United Nations Security Council Resolution 862,0.333333,0.557789,0.333333
musique,708,1,1,Scion (automobile),54,BMW,0.000538,0.768844,0.000538
musique,709,1,4,Near East,11,Operation Praying Mantis,0.00989,0.537688,0.00989
musique,709,2,3,USS Jarvis (DD-799),6,Gulf War,4.4e-05,0.517588,4.4e-05
musique,712,1,2,Korean War,12,Armenians,0.483022,0.552764,0.483022
musique,712,2,3,Imperialism,17,Armenians,0.016978,0.572864,0.016978
musique,713,1,1,1982 European Cup Final,5,Everton F.C.,0.25,0.522613,0.25
musique,714,1,2,Indiana,89,Oklahoma,0.478485,0.939698,0.478485
musique,714,2,3,Logan Gomez,99,Oklahoma City,0.021515,0.984925,0.021515
musique,715,1,1,Huguenots,47,Switzerland,0.5,0.733668,0.5
musique,717,1,4,History of science,10,Avicenna,0.003312,0.532663,0.003312
musique,717,2,1,Avicenna,11,Avicenna,0.000141,0.552764,0.000141
musique,718,1,1,Ted Key,32,Albert Einstein,0.5,0.658291,0.5
musique,719,1,1,American Idol,10,BNA Records,0.25,0.547739,0.25
musique,719,2,2,Jive Records,17,Prysmian Group,0.25,0.577889,0.25
musique,720,1,4,110th United States Congress,27,Scottish Parliament,0.414211,0.61809,0.414211
musique,720,2,3,114th United States Congress,7,Cabinet of the United States,0.023437,0.522613,0.023437
musique,721,1,2,Middle Ages,9,Utrecht,0.000324,0.537688,0.000324
musique,722,1,1,Szlachta,25,Sámuel Mikoviny,0.004429,0.623116,0.004429
musique,723,1,2,"Saint Paul, Minnesota",11,Oklahoma,0.006422,0.547739,0.006422
musique,724,1,2,Hellenistic period,10,Parthian Empire,0.5,0.542714,0.5
musique,725,1,3,Buckingham Palace,9,Buckingham Palace,0.023051,0.532663,0.023051
musique,725,2,2,Buckingham Palace,13,Buckingham Palace,0.011611,0.557789,0.011611
musique,726,1,1,1982 European Cup Final,10,Everton F.C.,0.308275,0.547739,0.308275
musique,726,2,3,FA Cup,68,History of Everton F.C.,0.019505,0.829146,0.019505
musique,727,1,2,Islam in India,80,Presbyterianism,0.3152,0.894472,0.3152
musique,727,2,3,Culture of India,15,Religion in Israel,0.002812,0.562814,0.002812
musique,728,1,3,Celebrity Big Brother (American TV series),6,New York Giants Radio Network,0.508513,0.517588,0.508513
musique,728,2,1,Highway to Heaven,5,New York City,0.006309,0.522613,0.006309
musique,729,1,1,1973 oil crisis,15,Genesis Motor,0.333333,0.572864,0.333333
musique,729,2,2,Lexus RX,17,Toyota Racing Development,0.218697,0.577889,0.218697
musique,730,1,1,Houston Astros,53,Cleveland Indians,0.441726,0.763819,0.441726
musique,732,1,1,Israel,13,Gulf of Mexico,0.009948,0.562814,0.009948
musique,733,1,4,Ohio River,24,"Murraysville, West Virginia",0.333311,0.603015,0.333311
musique,733,2,2,Allegheny River,11,New York City,0.00073,0.547739,0.00073
musique,735,1,1,New Windsor Historic District,11,Baranya County,0.000474,0.552764,0.000474
musique,739,1,1,Anselm Tupper,15,Tony Mulder,0.000626,0.572864,0.000626
musique,742,1,1,East Jersey,26,"Charleston, South Carolina",0.5,0.628141,0.5
musique,743,1,1,2016 NBA Summer League,68,New York Yankees,0.455604,0.839196,0.455604
musique,743,2,2,NBA Most Valuable Player Award,18,Kareem Abdul-Jabbar,0.250426,0.582915,0.250426
musique,745,1,2,Bridge of Sighs,21,Cello Concerto No. 2 (Haydn),0.003295,0.59799,0.003295
musique,746,1,2,Ohio River,60,"Saint Paul, Minnesota",0.333333,0.79397,0.333333
musique,747,1,1,Armistice Day,10,Queen Victoria,0.379143,0.547739,0.379143
musique,747,2,3,Buckingham Palace,17,Queen Victoria,0.089737,0.572864,0.089737
musique,748,1,1,San Diego,21,...To Be Loved,0.096067,0.603015,0.096067
musique,748,2,3,Arizona,7,Mississippi,0.00038,0.522613,0.00038
musique,749,1,1,Powder keg of Europe,5,Myanmar,0.2513,0.522613,0.2513
musique,749,2,3,Somalis,8,Vat Yotkeo,0.000582,0.527638,0.000582
musique,753,1,1,Super Bowl,15,Kim Deitch,0.07839,0.572864,0.07839
musique,756,1,1,"John, King of England",8,Kiri Territory,0.00451,0.537688,0.00451
musique,757,1,3,History of the Ming dynasty,11,Athanasius of Alexandria,0.00845,0.542714,0.00845
musique,758,1,1,Toyota Matrix,5,Toyopet Master,0.000778,0.522613,0.000778
musique,758,2,3,1973 oil crisis,12,Norfolk Assembly,0.001466,0.547739,0.001466
musique,759,1,1,Mexico,11,John Cabot,0.258357,0.552764,0.258357
musique,759,2,2,History of the west coast of North America,72,Opening of the North Atlantic Ocean,0.248184,0.854271,0.248184
musique,760,1,1,2010 United States House of Representatives elections,11,Majority leader,0.004085,0.552764,0.004085
musique,761,1,1,Israel,6,Jordan,0.25,0.527638,0.25
musique,762,1,1,Steven Spielberg,6,List of awards and honours received by Audrey Hepburn,0.5,0.527638,0.5
musique,763,1,1,Barack Obama,5,John Darsee,0.028201,0.522613,0.028201
musique,764,1,1,KVCK (AM),19,"Crescent City, California",0.005776,0.592965,0.005776
musique,771,1,1,"Jackson Township, Randolph County, Indiana",21,"Springfield, Illinois",0.270038,0.603015,0.270038
musique,771,2,3,WRBJ-FM,11,Kentucky State Capitol,0.020002,0.542714,0.020002
musique,772,1,1,San Diego,9,Oklahoma City,0.021356,0.542714,0.021356
musique,773,1,1,Senica District,9,Oskar Maria Graf,0.00053,0.542714,0.00053
musique,774,1,3,2026 FIFA World Cup,21,Thailand,0.077005,0.592965,0.077005
musique,777,1,1,Maine,6,Mike Medavoy,0.5,0.527638,0.5
musique,780,1,4,Joseph Severn,11,Paul Kane,0.237883,0.537688,0.237883
musique,780,2,1,Tiffany Blue,14,Baynard's Castle,0.004716,0.567839,0.004716
musique,783,1,1,Thelma & Louise,5,Alyson Hannigan,0.002807,0.522613,0.002807
musique,784,1,1,Monarchy of the United Kingdom,6,Demographics of Pakistan,0.032721,0.527638,0.032721
musique,785,1,1,1973 oil crisis,9,Acura EL,0.476289,0.542714,0.476289
musique,785,2,3,Scion (automobile),13,Toyota Matrix,0.175606,0.552764,0.175606
musique,787,1,2,Montana,64,Democratic Party of Oregon,0.5,0.81407,0.5
musique,791,1,1,Giuseppe Demachi,10,Szlachta,0.071622,0.547739,0.071622
musique,792,1,1,Adult contemporary music,21,The Dance (Dave Koz album),0.453319,0.603015,0.453319
musique,793,1,2,Yaxing Coach,28,Nanjing,0.014482,0.633166,0.014482
musique,793,2,1,Nanjing,20,Nanjing,0.001503,0.59799,0.001503
musique,795,1,3,Ambroise-Marie Carré,6,Canonization of Pope John XXIII and Pope John Paul II,7.4e-05,0.517588,7.4e-05
musique,796,1,1,Lake Ontario,7,CBC Television,0.000552,0.532663,0.000552
musique,796,2,2,CBC Television,5,CBC Television,6.3e-05,0.517588,6.3e-05
musique,799,1,2,Roman Republic,9,Neoptolemus,0.5,0.537688,0.5
musique,802,1,1,Valley Girls,68,San Francisco,0.504029,0.839196,0.504029
musique,802,2,2,"Campbell, California",14,José Ortega Spottorno,0.008926,0.562814,0.008926
musique,804,1,1,Christian,10,Stig Olin,0.180592,0.547739,0.180592
musique,806,1,1,Flooding of the Nile,72,Christian,0.041214,0.859296,0.041214
musique,808,1,1,French colonization of the Americas,21,Robert Abel (animator),0.333333,0.603015,0.333333
musique,809,1,1,AAM-N-5 Meteor,19,Bee Gees,0.015188,0.592965,0.015188
musique,810,1,1,Classical music,54,United States,0.309794,0.768844,0.309794
musique,810,2,2,Kaunas County,44,Nineteenth Amendment to the United States Constitution,0.006308,0.713568,0.006308
musique,811,1,1,United Kingdom,11,Alyson Hannigan,0.000157,0.552764,0.000157
musique,812,1,2,Free State of Mecklenburg-Schwerin,22,German Revolution of 1918–19,0.052671,0.603015,0.052671
musique,815,1,3,The Biggest Loser (season 16),12,DXAQ-AM,0.015544,0.547739,0.015544
musique,815,2,2,Labu dan Labi,16,CILB-FM,0.000257,0.572864,0.000257
musique,818,1,2,Lionel Bart,25,John Everett Millais,0.5,0.61809,0.5
musique,820,1,1,Nintendo Entertainment System,70,South Korea,0.333333,0.849246,0.333333
musique,821,1,1,Gulf of Mexico,5,Mississippi River,0.5,0.522613,0.5
musique,822,1,2,Justice League (film),7,Dazed and Confused (film),0.020997,0.527638,0.020997
musique,824,1,2,Julie (TV series),8,Julia Roberts,0.431117,0.532663,0.431117
musique,825,1,1,The Real Housewives of New York City,5,Florida,0.163556,0.522613,0.163556
musique,825,2,4,The Real L Word,94,"Vero Beach, Florida",0.032611,0.954774,0.032611
musique,827,1,2,Slavery in the British and French Caribbean,33,Saint Helena,0.101744,0.658291,0.101744
musique,827,2,3,First Reading of the Emancipation Proclamation of President Lincoln,29,Saint Helena,0.044083,0.633166,0.044083
musique,828,1,2,Sino-Tibetan relations during the Ming dynasty,11,Athanasius of Alexandria,0.013139,0.547739,0.013139
musique,832,1,1,The Lego Batman Movie,12,Jerry O'Connell,0.012434,0.557789,0.012434
musique,833,1,1,Hamburg,35,North Sea,0.33883,0.673367,0.33883
musique,835,1,1,Society of Communist Czechoslovakia,8,Ashkenazi Jews,0.02488,0.537688,0.02488
musique,836,1,1,Dugout (baseball),18,Jacques Audiard,0.005802,0.58794,0.005802
musique,837,1,1,Lion,17,Krimulda Castle,0.011816,0.582915,0.011816
musique,838,1,1,South Asia,15,Income in the United Kingdom,0.5,0.572864,0.5
musique,839,1,1,Nintendo Entertainment System,8,NFL (video game),0.5,0.537688,0.5
musique,840,1,1,God,10,Pam Belluck,0.001006,0.547739,0.001006
musique,843,1,1,The Bright Mississippi,9,Monument to the Unknown Hero,0.002635,0.542714,0.002635
musique,844,1,2,Martin of Aragon,22,Spain,0.022256,0.603015,0.022256
musique,844,2,4,Gothic architecture,87,Philip III of Spain,0.001084,0.919598,0.001084
musique,846,1,1,Josep Domènech i Estapà,22,Spain,0.17173,0.60804,0.17173
musique,846,2,4,Gothic architecture,21,Spain,0.052145,0.58794,0.052145
musique,851,1,1,Slavs,9,Holy Roman Emperor,0.5,0.542714,0.5
musique,852,1,1,Florida,53,Miami,0.333028,0.763819,0.333028
musique,852,2,2,Battle of Palembang,5,The Blitz,0.001561,0.517588,0.001561
musique,854,1,2,Beyoncé,64,The Dark Tower (2017 film),0.333333,0.81407,0.333333
musique,855,1,1,New York Yankees,46,Jorge Posada,0.333333,0.728643,0.333333
musique,856,1,1,History of condoms,27,Los Angeles Dodgers,0.503235,0.633166,0.503235
musique,856,2,2,Home run,11,NBA Most Valuable Player Award,0.003247,0.547739,0.003247
musique,857,1,1,2017 Wimbledon Championships – Men's Singles,11,Bee Gees,0.108585,0.552764,0.108585
musique,859,1,1,I Can Only Imagine (film),10,Stig Olin,0.001051,0.547739,0.001051
musique,863,1,2,Hung Pham,40,Bueng Kan Province,8.8e-05,0.693467,8.8e-05
musique,865,1,1,Nigeria,8,Chief Justice of the United States,0.018843,0.537688,0.018843
musique,867,1,1,Middle Ages,5,Charlemagne,0.032515,0.522613,0.032515
musique,868,1,2,Spain,9,Germany,0.271094,0.537688,0.271094
musique,868,2,3,List of transcontinental countries,22,Germany,0.046582,0.59799,0.046582
musique,870,1,1,Meg Griffin,9,Peter Griffin,0.5,0.542714,0.5
musique,871,1,1,Hubert Latham,7,Dead Horse Bay,0.25,0.532663,0.25
musique,871,2,2,"Irish Channel, New Orleans",16,Hamburg,0.25,0.572864,0.25
musique,872,1,1,2016 NCAA Division I Women's Basketball Tournament,8,Memorial Union (Oregon State University),0.5,0.537688,0.5
musique,873,1,2,Jive Records,53,New York City,0.333333,0.758794,0.333333
musique,874,1,1,2016 NBA Summer League,19,New York Yankees,0.25,0.592965,0.25
musique,878,1,1,Missouri,7,Margaret Mayo (playwright),0.25,0.532663,0.25
musique,878,2,2,The Poor Boob,64,Rhys Adrian,0.228824,0.81407,0.228824
musique,881,1,1,Dallas Cowboys,30,Super Bowl,0.479865,0.648241,0.479865
musique,881,2,2,Publishers Clearing House,22,Super Bowl,0.018543,0.603015,0.018543
musique,884,1,1,Thailand,9,Myanmar,0.193414,0.542714,0.193414
musique,884,2,2,Somalis,22,Geography of Myanmar,0.037968,0.603015,0.037968
musique,885,1,1,Alfred North Whitehead,20,Anton Zeilinger,0.007145,0.59799,0.007145
musique,886,1,2,Middle Ages,16,Klejwy PGR,0.0109,0.572864,0.0109
musique,890,1,2,Voyager 2,5,Voyager 2,0.075211,0.517588,0.075211
musique,891,1,1,Switzerland,5,List of United States public university campuses by enrollment,0.001396,0.522613,0.001396
musique,892,1,1,United States,5,Toyota,0.5,0.522613,0.5
musique,893,1,2,Military history of the United States during World War II,64,Great Britain,0.315844,0.81407,0.315844
musique,896,1,1,A Kiom,14,Thailand,0.356186,0.567839,0.356186
musique,896,2,2,Myanmar,13,1986 FIFA World Cup,0.0731,0.557789,0.0731
musique,898,1,1,Scott Cooley,5,Paul Kane,0.240911,0.522613,0.240911
musique,901,1,1,Ohio River,14,Minneapolis,0.333333,0.567839,0.333333
musique,901,2,2,Allegheny River,46,Mississippi River,0.267673,0.723618,0.267673
musique,904,1,1,Kate Kellaway,12,Kim Deitch,1.2e-05,0.557789,1.2e-05
